MAKE, MODEL, VARIANT, YEAR FROM, YEAR TO, SYSTEM NUMBER, TYPE OF SYSTEM, ADDITIONAL, TIP STYLE, PIPE Ø (MM), PIPE Ø (INCHES), EC-APPROVED?, RACE SYSTEM, VALVESONIC, FITTING TIME, SHIPPING DATA, GTIN, PRICE (EXC VAT), PRICE (INC VAT)
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD277, Cat-back, Cat Back with Twin GT-90 Cerakote Black Trims - Required Fiesta ST Valance - EC Approved, Black GT90 ,"60,3","2,37", Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 22kg.,5056214718977,839,"1006,63"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD276, Cat-back, Cat Back with Twin GT-90 Polished Trims - Required Fiesta ST Valance - EC Approved , Polished GT90 ,"60,3","2,37", Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 22kg.,5056214718960,759,"910,2"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD249, Cat-back, Non Res (Louder) Cat Back with GT-90 Polished Trim, 90mm GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 20kg.,5056214716478,518,"621,9"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD279, Cat-back, Non Res (Louder) Cat Back with Twin GT-90 Cerakote Black Trims - Required Fiesta ST Valance, Black GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 22kg.,5056214718991,698,"837,73"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD278, Cat-back, Non Res (Louder) Cat Back with Twin GT-90 Polished Trims - Required Fiesta ST Valance, Polished GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 22kg.,5056214718984,618,"741,3"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD252, Cat-back, Non-Res (Louder) Cat Back with GT-90 Burnt Titanium Trim, 90.00 GT-90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 21kg.,5056214716508,657,"788,51"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD250, Cat-back, Non-Res (Louder) Cat Back with GT-90 Cerakote Black Trim, 90mm GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 21kg.,5056214716485,556,"667,39"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD251, Cat-back, Non-Res (Louder) Cat Back with GT-90 Titanium Trims, 90mm GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 21kg.,5056214716492,617,"740,86"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD253, Cat-back, Non-Res (Louder) Cat Back with Jet-90 Carbon Trim, 90 JET ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 20kg.,5056214716515,568,"681,06"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD245, Cat-back, Road + Cat Back with GT-90 Cerakote Black Trim, 90mm GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 22kg.,5056214716430,580,"696,13"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD244, Cat-back, Road + Cat Back with GT-90 Polished Trim, 90mm GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30  and weighing 20kg.,5056214716423,542,"650,64"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD246, Cat-back, Road + Cat Back with GT-90 Titanium Trim, 90mm GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 20kg.,5056214716447,641,"769,6"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD281, Cat-back, Road + Cat Back with Twin GT-90 Cerakote Black Trims - Required Fiesta ST Valance, Black GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 22kg.,5056214719011,722,"866,47"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD280, Cat-back, Road + Cat Back with Twin GT-90 Polished Trims - Required Fiesta ST Valance, Polished GT90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 22kg.,5056214719004,642,"770,04"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD247, Cat-back, Road+ Cat Back with GT-90 Burnt Titanium Trim, 90.00 GT-90 ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 20kg.,5056214716454,681,"817,25"
Ford, Fiesta, Mk8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only),2017,2019, SSXFD248, Cat-back, Road+ Cat Back with Jet-90 Carbon Trim, 90 JET ,"60,3","2,37", No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 130X 40 X30 and weighing 20kg.,5056214716461,592,"709,8"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD381, Additional parts, Upgrade Kits for Existing Milltek Cat Back Systems with Brushed Titanium GT-100 Trims - Requires Maxton Diffuser, 100mm GT100 ,"60,3","2,37", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214726187,732,"877,92"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD382, Additional parts, Upgrade Kits for Existing Milltek Cat Back Systems with Burnt/Blue Titanium GT-100 Trims - Requires Maxton Diffuser, 100mm GT100 ,"60,3","2,37", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214726194,772,"925,9"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD380, Additional parts, Upgrade Kits for Existing Milltek Cat Back Systems with Cerakote Black GT-100 Trims - Requires Maxton Diffuser, 100mm GT100B ,"60,3","2,37", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214726170,568,"681,25"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD379, Additional parts, Upgrade Kits for Existing Milltek Cat Back Systems with Polished GT-100 Trims - Requires Maxton Diffuser, 100mm GT100 ,"60,3","2,37", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214726163,516,"619,01"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD373, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Non-Resonated (Louder) with Brushed Titanium GT-100 Trims, 100mm GT100 ,"60,3","2,37", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214726101,1027,"1232,11"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD374, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Non-Resonated (Louder) with Burnt/Blue Titanium GT-100 Trims, 100mm GT100 ,"60,3","2,37", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214726118,1067,"1280,09"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD372, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Non-Resonated (Louder) with Cerakote Black GT-100 Trims, 100mm GT100B ,"60,3","2,37", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214726095,863,"1035,44"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD371, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Non-Resonated (Louder) with Polished GT-100 Trims, 100mm GT100 ,"60,3","2,37", No, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214725883,811,"973,2"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD377, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Resonated with Brushed Titanium GT-100 Trims - ECE Approved, 100mm GT100 ,"60,3","2,37", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 28kg.,5056214726149,1284,"1541,17"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD378, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Resonated with Burnt/Blue Titanium GT-100 Trims - ECE Approved, 100mm GT100 ,"60,3","2,37", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 28kg.,5056214726156,1324,"1589,15"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD376, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Resonated with Cerakote Black GT-100 Trims - ECE Approved, 100mm GT100B ,"60,3","2,37", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 28kg.,5056214726132,1120,"1344,5"
Ford, Fiesta, MK8 1.0T EcoBoost ST-Line 3 & 5 Door (Non-OPF/GPF Models Only) - Dual Outlet Maxton Kits,2017,2019, SSXFD375, Cat-back, Dual Outlet Systems (Requires Maxton Diffuser) Resonated with Polished GT-100 Trims - ECE Approved, 100mm GT100 ,"60,3","2,37", Yes, No, No, 2.00 to 3.00 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 28kg.,5056214726125,1069,"1282,26"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD361, Additional parts, Maxton Designs Dual Outlet Upgrade Kit only for Existing Milltek Sport GPF Back Systems with GT-100 Black Trims, 100mm GT100B ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214724602,459,"550,66"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD363, Additional parts, Maxton Designs Dual Outlet Upgrade Kit only for Existing Milltek Sport GPF Back Systems with GT-100 Burnt Titanium Trims, 100mm GT100 ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214724626,663,"795,3"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD360, Additional parts, Maxton Designs Dual Outlet Upgrade Kit only for Existing Milltek Sport GPF Back Systems with GT-100 Polished Trims, 100mm GT100 ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214724596,407,"488,41"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD362, Additional parts, Maxton Designs Dual Outlet Upgrade Kit only for Existing Milltek Sport GPF Back Systems with GT-100 Titanium Trims, 100mm GT100 ,70,"2,76", No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214724619,623,"747,32"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD413, Active Valve Control, Plug & Play Remote Control System for OE & Milltek Sport Exhausts, , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 36 X 26 X 22 and weighing 1kg.,5056214727689,260,312
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD334, Downpipe, 80mm Decat Downpipe - Fits to Milltek Sport GPF Delete Only - Requires Stage 2 ECU Remap, ,80,"3,15", No, Yes, No, 2.00 to 2.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214721557,310,"371,78"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD333, Downpipe, 80mm Downpipe with 200CPSI High Flow Sports Cat - Fits to Milltek Sport GPF Delete Only - Requires Stage 2 ECU Remap, ,80,"3,15", No, Yes, No, 2.00 to 2.50 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214721540,677,"812,96"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD273, GPF/OPF Bypass, GPF/OPF Bypass Non-Resonated for Fitment to Milltek Sport Cat Back Only, ,70,"2,76", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214718021,232,"278,17"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD272, GPF/OPF Bypass, GPF/OPF Bypass Non-Resonated for Fitment to OE Cat Back Only (OE system requires to be cut), ,70,"2,76", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214718014,241,"289,16"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD275, GPF/OPF Bypass, GPF/OPF Bypass Resonated for Fitment to Milltek Sport Cat Back Only, ,70,"2,76", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214718045,318,"381,44"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD274, GPF/OPF Bypass, GPF/OPF Bypass Resonated for Fitment to OE Cat Back Only (OE system requires to be cut), ,70,"2,76", No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 10kg.,5056214718038,327,"392,44"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD357, Cat-back, GPF Back Maxton Designs Dual Outlet Black GT-100 Trims - EC Approved, 100mm GT100B ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214724565,1092,"1310,02"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD359, Cat-back, GPF Back Maxton Designs Dual Outlet Burnt Titanium GT-100 Trims - EC Approved, 100mm GT100 ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214724589,1296,"1554,66"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD356, Cat-back, GPF Back Maxton Designs Dual Outlet Polished GT-100 Trims - EC Approved, 100mm GT100 ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214724411,1040,"1247,77"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD358, Cat-back, GPF Back Maxton Designs Dual Outlet Titanium GT-100 Trims - EC Approved, 100mm GT100 ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130 X 40 X 30 and weighing 26kg.,5056214724572,1256,"1506,68"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD259, Cat-back, GPF Back with Burnt Titanium GT-90 Trims - EC Approved, 90.00 GT ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 15kg.,5056214716645,1058,"1269,29"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD260, Cat-back, GPF Back with Carbon Jet-90 Trims - EC Approved, 90mm Carbon Jet ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 15kg.,5056214716652,879,"1054,38"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD257, Cat-back, GPF Back with Cerakote Black Trims GT-90 Trims - EC Approved, Twin 90mm GT90 ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 15kg.,5056214716621,856,"1027,06"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD256, Cat-back, GPF Back with Polished GT-90 Trims - EC Approved, Twin 90mm GT90 ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 15kg.,5056214716614,780,"936,07"
Ford, Fiesta, Mk8 ST 1.5 EcoBoost 200PS (Pre Sept 2020 Models Only),2018,2020, SSXFD258, Cat-back, GPF Back with Titanium GT-90 Trims - EC Approved, Twin 90mm GT90 ,70,"2,76", Yes, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 130X 40 X30 and weighing 15kg.,5056214716638,978,"1174,01"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD089, Lower Engine Mount Insert, The insert fits into the voids of the original mounting bush this takes out some of the engine movement under acceleration and deceleration., , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring Express Bag and weighing 1kg.,5056214707186,27,"32,04"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD090, Locking Bolt Kit, Track-proven mechanical locking system that prevents the downpipe bolts from unwinding, , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 40 x 15 x 9 and weighing 1kg.,5056214707193,49,"58,38"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD083, Turbo-back including Hi-Flow Sports Cat, EC Type-Approved Resonated Road System, Dual DTM ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 120 X 74 X 28 at 18kg. Box 2: 150 x 45 x 36 at 18kg.,5056214707285,2354,"2824,4"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD087, Turbo-back excluding Hi-Flow Sports Cat, Non-resonated (louder). For track-use only. Must be fitted with the Milltek Sport cat-back system and requires Stage 2 ECU remap, Dual DTM ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 120 X 74 X 28 at 25kg. Box 2: 142 X 42 X 20 at 6kg.,5056214707315,1247,"1496,5"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD069, Turbo-back including Hi-Flow Sports Cat, Non-resonated (louder). Requires a Stage 2 ECU remap, Dual DTM ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 120 X 74 X 28 at 18kg. Box 2: 130 X 40 X 30 at 17kg.,5056214707292,1864,"2236,6"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD088, Turbo-back excluding Hi-Flow Sports Cat, Resonated (quieter). For track-use only. Must be fitted with the Milltek Sport cat-back system and requires Stage 2 ECU remap, Dual DTM ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 120 X 74 X 28 at 18kg. Box 2: 150 x 45 x 36 at 18kg.,5056214707322,1367,"1640,58"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD071, Turbo-back including Hi-Flow Sports Cat, Resonated (quieter). Requires a Stage 2 ECU remap, Dual DTM ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 120 x 74 x 28  at 13kg. Box 2: 130 x 40 x 30  at 18kg.,5056214707308,1984,"2380,68"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD086, Large-bore Downpipe and De-cat, For track-use only. Must be fitted with the Milltek Sport cat-back system and requires Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 x 40 x 30 and weighing 17kg.,5056214707209,428,"513,84"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD082, Large Bore Downpipe and Hi-Flow Sports Cat, EC Type-Approved. Must be fitted with the Milltek Sport cat-back system, ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 12kg.,5056214707216,1419,"1703,22"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD067, Large Bore Downpipe and Hi-Flow Sports Cat, Must be fitted with the Milltek Sport cat-back system and requires a Stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100 X 40 X 30 and weighing 12kg.,5056214707223,1045,"1253,94"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD085, Cat-back, EC Type-Approved Resonated Road System, Dual DTM ,"76,2",3, Yes, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214707230,934,"1121,18"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD068, Cat-back, Non-resonated (louder), Dual DTM ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 22kg.,5056214707247,819,"982,66"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD340, Cat-back, Non-resonated (louder) - Burnt Titanium GT-115 Trims, Dual GT115 ,"76,2",3, No, No, No, 1.50 to 2.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214723421,1155,"1385,44"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD338, Cat-back, Non-resonated (louder) - Carbon Jet-115 Trims, 115mm JET-115 ,"76,2",3, No, No, No, 1.50 to 2.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214723407,1125,"1349,4"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD339, Cat-back, Non-resonated (louder) - Titanium GT-115 Trims, Dual GT115 ,"76,2",3, No, No, No, 1.50 to 2.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214723414,1098,"1317,96"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD165, Cat-back, Non-resonated (louder) with Cerakote Black Trims, 115mm DTM ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120X 74 X28  and weighing 22kg.,5056214707254,1031,"1237,76"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD191, Cat-back, Race Cat Back Non Res with DTM Polished Trims, Dual DTM ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 120 X 74 X 28  and weighing 25kg.,5056214715327,819,"982,66"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD070, Cat-back, Resonated (quieter), Dual DTM ,"76,2",3, No, No, No, 0.00 to 0.00 hours, Ships in 2 boxes. Box 1: 120 x 74 x 28 at 17kg. Box 2: 142 x 50 x 21 at 7kg.,5056214707261,939,"1126,74"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD166, Cat-back, Resonated (quieter) with Cerakote Black Trims, 115mm DTM ,"76,2",3, No, No, No, 1.00 to 1.50 hours, Ships in 1 box measuring 120X 74 X28  and weighing 24kg.,5056214707278,1152,"1381,85"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD343, Cat-back, Resonated (quieter) with GT-115 Burnt Titanium Trims, Dual GT115 ,"76,2",3, No, No, No, 1.50 to 2.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214723452,1275,"1529,52"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD342, Cat-back, Resonated (quieter) with GT-115 Titanium Trims, Dual GT115 ,"76,2",3, No, No, No, 1.50 to 2.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214723445,1218,"1462,04"
Ford, Focus, MK2 RS 2.5T 305PS,2009,2010, SSXFD341, Cat-back, Resonated (quieter) with Jet-115 Carbon Trims, 115mm JET-115 ,"76,2",3, No, No, No, 1.50 to 2.50 hours, Ships in 1 box measuring 120 X 74 X 28 and weighing 24kg.,5056214723438,1245,"1493,48"
Ford, Focus, Mk2 ST 225,2005,2010, SSXFD089, Lower Engine Mount Insert, The insert fits into the voids of the original mounting bush this takes out some of the engine movement under acceleration and deceleration., , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring Express Bag and weighing 1kg.,5056214707186,27,"32,04"
Ford, Focus, Mk2 ST 225,2005,2010, SSXFD090, Locking Bolt Kit, Track-proven mechanical locking system that prevents the downpipe bolts from unwinding, , N/A, N/A, No, No, No, 0.00 to 0.00 hours, Ships in 1 box measuring 40 x 15 x 9 and weighing 1kg.,5056214707193,49,"58,38"
Ford, Focus, Mk2 ST 225,2005,2010, SSXFD167, Large-bore Downpipe and De-cat, Requires a stage 2 ECU remap, ,"76,2",3, No, Yes, No, 0.00 to 0.00 hours, Ships in 1 box measuring 100X 40 X 30 and weighing 12kg.,5056214707339,428,"513,84"
